,Slope,Aspect,Plan Curvature,Profile Curvature,TPI,Elevation Relative,Elevation Percentile
40,33.88829722222222,128.606065,0.0044125660555555555,-0.0031352082666666666,0.09093596766666667,11.333333333333334,58.55555555555556
41,26.952001666666668,11.834839877777776,0.0015021573111111107,0.002991379788888889,0.23268527933333333,12.222222222222221,53.44444444444444
42,51.585642444444446,270.85673555555553,0.008505878522222224,0.0040846634975555554,0.3691348988888889,47.666666666666664,68.44444444444444
43,38.25795566666667,259.7045211111111,-0.008833817655555555,-0.0012278305555555556,-0.13933212366666667,24.333333333333332,38.111111111111114
44,27.783625555555556,70.595516,0.0019571733793333334,0.0015720040066666667,0.10377201877777778,12.0,52.888888888888886
45,28.72029733333333,66.23504455555556,-0.00576255182,0.00045701364777777774,-0.04546313766666667,46.0,46.22222222222222
46,42.232692,137.42711555555556,0.00419423593,0.001968424344444444,0.040336497222222226,54.666666666666664,53.77777777777778
47,34.11682455555555,212.43929888888889,-0.0009388566222222223,-0.0009740818111111112,0.024915177588888886,8.666666666666666,51.22222222222222
48,29.79971411111111,322.04304444444443,-0.0017434699722222223,0.0003636712377777778,0.015671843555555554,21.0,46.111111111111114
49,36.608649,272.6731144444444,-0.0007333094000000003,0.0009336530784222222,-0.038472102777777774,15.0,41.333333333333336
50,33.47223633333333,195.34014222222223,0.004104063190444445,0.00021876809999999986,0.14696118444444442,18.333333333333332,52.77777777777778
51,11.673431588888889,246.0042216666667,-0.016058554155555557,-0.006191835011111111,-0.4374208144444445,4.0,27.333333333333332
52,36.409184,235.97997777777775,0.00763300153111111,0.0008509658955555556,0.1266816473333333,40.55555555555556,60.55555555555556
53,33.494628000000006,300.18615222222223,-0.003495443525555556,9.633362311111113e-05,-0.05910907366666666,22.444444444444443,42.22222222222222
54,6.132640144444445,282.35145444444447,-0.017895629155555554,-0.0015947278266666668,-0.6249813222222222,47.0,18.333333333333332
55,25.498154666666668,222.12532444444446,-0.004004977144444445,-9.621042766666668e-05,-0.029468583722222226,68.33333333333333,46.0
56,32.85078677777778,189.61923333333334,0.005349675155555556,0.0013056965533333334,0.14029435177777777,38.333333333333336,57.333333333333336
57,42.964947333333335,79.01297666666666,0.0006478842444444452,-0.00010777411666666674,0.10407636833333334,25.77777777777778,55.888888888888886
58,39.116909666666665,269.1355566666667,-0.004384564188888889,-0.001571537298888889,-0.03139767866666667,12.0,44.0
59,22.57919422222222,166.9035377777778,0.007758699666666666,-0.002977723168888889,-0.203769799,19.555555555555557,39.44444444444444
60,28.87157844444444,270.8150922222223,0.0101365579,-0.0009012795406666668,0.12779124466666666,22.22222222222222,59.22222222222222
61,28.959049888888885,278.28660451693315,0.0017163240788888887,0.0011081981939986972,0.03251269766666667,43.22222222222222,50.0
62,30.76703944444445,126.15061205289177,-0.007856245155555556,-0.0004896997777777776,-0.183297764,44.77777777777778,40.666666666666664
63,36.48924244444444,122.60525517257922,0.0035800792744444445,0.0022236224853333336,0.12610894511111112,55.55555555555556,53.44444444444444
64,33.242290777777775,249.78536,0.001470486122222222,-0.0011963895133333333,-0.05467600511111111,65.33333333333333,48.44444444444444
65,33.08639655555556,171.68458222222222,0.00040088623333333316,0.0005296138222222221,-0.08753365547777776,19.77777777777778,45.0
66,17.593086711111113,278.7724677777778,-0.026950004399999998,-0.005394574511111111,-0.45178566555555555,62.666666666666664,20.333333333333332
67,29.161975555555557,45.41843533333334,0.0003917761011111111,-0.0001729743162222222,-0.050155921111111106,77.0,51.44444444444444
68,35.819686999999995,200.33833777777778,0.001602071757111111,0.0016588202888888888,0.11623767366666667,18.333333333333332,51.22222222222222
69,32.51249766666666,135.34593766666663,0.0008271764222222214,-0.00491545128888889,-0.09479665688888889,46.111111111111114,48.666666666666664
70,29.17523688888889,110.09720288888889,0.002627316888888889,-0.002104152728888889,0.12861654179999998,38.333333333333336,52.77777777777778
71,26.032821666666663,207.10724222222223,-0.00010594168555555524,0.0019767100666666666,0.05286518255555556,8.0,54.55555555555556
72,8.308034111111112,153.79250833333333,-0.020122647077777778,-0.0037340532222222217,-0.4877839644444444,27.0,17.11111111111111
73,3.8673909277777776,100.1682876156589,-0.04070713505555555,-0.0014407041588888887,-0.0407738698888889,38.0,36.44444444444444
74,29.97901211111111,190.36338111111112,0.007879377366666666,0.0004447667555555556,0.06513431988888889,55.77777777777778,53.333333333333336
75,41.61417488888888,141.8011044444444,0.002868331817777778,0.0006941877488888889,0.0681787511111111,57.333333333333336,49.44444444444444
76,17.361910444444444,217.69184222222222,-0.0020012648111111114,-0.0008577999344444444,-0.19446892000000002,53.111111111111114,36.0
77,12.442357666666666,169.4800666666667,0.0016327220222222224,0.0001533442333333332,-0.009296614395555559,5.0,51.55555555555556
78,30.465938333333334,235.97747666666666,-0.010503430399999998,0.00070479072,-0.23833022166666668,4.888888888888889,29.88888888888889
79,7.483892922222221,141.73608444444446,0.004217777127828333,-0.0002777133633333453,-0.04628881622222222,4.0,47.44444444444444
80,11.005385066666667,115.11241722222222,0.0053423789444444455,0.001712222627777778,0.09293007715555555,54.44444444444444,55.333333333333336
81,35.46012855555556,346.8190744444444,-0.004775227188888889,0.0007894732394444445,-0.10131714211111112,54.333333333333336,40.333333333333336
82,36.348115666666665,139.54910266666667,0.004073722844444444,0.002466528477777778,0.17826819977777777,26.333333333333332,55.666666666666664
83,19.584263555555555,257.5591662222222,0.02526586691111111,0.004766454387777778,0.5689581088888889,32.0,81.88888888888889
84,17.72780977777778,91.80724488888887,0.01150166292,2.6220888888887866e-07,0.04862445137777777,10.0,55.666666666666664
85,29.456707555555553,42.63901077777777,-0.0007365075044444445,0.0017154002888888887,-0.004306046366666665,14.11111111111111,48.77777777777778
86,26.140967333333336,222.71130333333332,0.0019293534666666669,-1.2624294522222206e-05,-0.055833439777777785,68.88888888888889,46.55555555555556
87,37.310616333333336,263.96648555555555,0.0017450943266666661,0.0005958431144444445,0.10263834353333333,20.444444444444443,56.0
88,35.819686999999995,200.33833777777778,0.001602071757111111,0.0016588202888888888,0.11623767366666667,18.333333333333332,51.22222222222222
89,15.30489,160.30583777777778,0.010090798811111112,0.0008278410777777779,0.03002081655555555,8.0,52.0
90,26.642275555555553,185.7384622222222,-0.0069066868,-0.0017006651222222229,-0.1643663893333333,33.666666666666664,42.111111111111114
